Hotel,Locality,Downtown(km),Rating,Price(₹),Link
Hotel Diamond Plaza,Chandīgarh,2.1 km from downtown,7.1,2698,https://www.booking.com/hotel/in/diamond-plaza.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-16&checkout=2025-05-17&dest_id=-2092770&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=48&sr_order=popularity&srpvid=accc2f03d13f0307&srepoch=1746600078&all_sr_blocks=54005601_274162994_0_42_0&highlighted_blocks=54005601_274162994_0_42_0&matching_block_id=54005601_274162994_0_42_0&sr_pri_blocks=54005601_274162994_0_42_0__269760&from=searchresults
Itsy Hotels GM Residency,Chandīgarh,5.5 km from downtown,6.6,1643,https://www.booking.com/hotel/in/oyo-63140-gm-residency.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-16&checkout=2025-05-17&dest_id=-2092770&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=49&sr_order=popularity&srpvid=accc2f03d13f0307&srepoch=1746600078&all_sr_blocks=602645404_397219828_2_1_0_34865&highlighted_blocks=602645404_397219828_2_1_0_34865&matching_block_id=602645404_397219828_2_1_0_34865&sr_pri_blocks=602645404_397219828_2_1_0_34865_164330&from=searchresults
Capital O Broadway,Chandīgarh,250 m from downtown,5.9,2984,https://www.booking.com/hotel/in/capital-o-36429-broadway.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-16&checkout=2025-05-17&dest_id=-2092770&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=50&sr_order=popularity&srpvid=accc2f03d13f0307&srepoch=1746600078&all_sr_blocks=775533002_375713148_2_42_0&highlighted_blocks=775533002_375713148_2_42_0&matching_block_id=775533002_375713148_2_42_0&sr_pri_blocks=775533002_375713148_2_42_0__298350&from=searchresults
Hometel Chandigarh,Chandīgarh,3.6 km from downtown,8.0,5000,https://www.booking.com/hotel/in/hometel.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-16&checkout=2025-05-17&dest_id=-2092770&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=51&sr_order=popularity&srpvid=accc2f03d13f0307&srepoch=1746600081&all_sr_blocks=34598706_366507238_2_42_0_434097&highlighted_blocks=34598706_366507238_2_42_0_434097&matching_block_id=34598706_366507238_2_42_0_434097&sr_pri_blocks=34598706_366507238_2_42_0_434097_500000&from=searchresults
Tulip Inn Zirakpur,Chandīgarh,8.5 km from downtown,6.6,4020,https://www.booking.com/hotel/in/sapphire-panchkula.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-16&checkout=2025-05-17&dest_id=-2092770&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=52&sr_order=popularity&srpvid=accc2f03d13f0307&srepoch=1746600081&all_sr_blocks=119513811_410267930_2_42_0&highlighted_blocks=119513811_410267930_2_42_0&matching_block_id=119513811_410267930_2_42_0&sr_pri_blocks=119513811_410267930_2_42_0__402000&from=searchresults
Itsy Hotels O3,Chandīgarh,2.5 km from downtown,6.0,1747,https://www.booking.com/hotel/in/oyo-19805-o3-chandigarh.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-16&checkout=2025-05-17&dest_id=-2092770&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=53&sr_order=popularity&srpvid=accc2f03d13f0307&srepoch=1746600081&all_sr_blocks=429084403_397219556_2_2_0_34859&highlighted_blocks=429084403_397219556_2_2_0_34859&matching_block_id=429084403_397219556_2_2_0_34859&sr_pri_blocks=429084403_397219556_2_2_0_34859_174681&from=searchresults
Hotel Apple Rose UCO BANK,Chandīgarh,5.2 km from downtown,7.7,809,https://www.booking.com/hotel/in/apple-rose-uco-bank.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-16&checkout=2025-05-17&dest_id=-2092770&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=54&sr_order=popularity&srpvid=accc2f03d13f0307&srepoch=1746600081&all_sr_blocks=1362723201_408573690_2_0_0&highlighted_blocks=1362723201_408573690_2_0_0&matching_block_id=1362723201_408573690_2_0_0&sr_pri_blocks=1362723201_408573690_2_0_0__80919&from=searchresults
HOTEL NEW APPLE ROSE Chandigarh near railway station dariya UCO bank ke pass,Chandīgarh,5.2 km from downtown,6.8,728,https://www.booking.com/hotel/in/new-apple-rose.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-16&checkout=2025-05-17&dest_id=-2092770&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=55&sr_order=popularity&srpvid=accc2f03d13f0307&srepoch=1746600081&all_sr_blocks=1112503401_384185214_2_2_0&highlighted_blocks=1112503401_384185214_2_2_0&matching_block_id=1112503401_384185214_2_2_0&sr_pri_blocks=1112503401_384185214_2_2_0__72819&from=searchresults
Hotel Royal Park 22,Chandīgarh,1 km from downtown,6.3,3039,https://www.booking.com/hotel/in/royal-park-22.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-16&checkout=2025-05-17&dest_id=-2092770&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=56&sr_order=popularity&srpvid=accc2f03d13f0307&srepoch=1746600081&all_sr_blocks=117396303_389126306_2_0_0&highlighted_blocks=117396303_389126306_2_0_0&matching_block_id=117396303_389126306_2_0_0&sr_pri_blocks=117396303_389126306_2_0_0__303920&from=searchresults
Hotel Oyster,Chandīgarh,0.7 km from downtown,7.0,5000,https://www.booking.com/hotel/in/oyster.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-16&checkout=2025-05-17&dest_id=-2092770&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=57&sr_order=popularity&srpvid=accc2f03d13f0307&srepoch=1746600081&all_sr_blocks=40377801_278758210_2_2_0&highlighted_blocks=40377801_278758210_2_2_0&matching_block_id=40377801_278758210_2_2_0&sr_pri_blocks=40377801_278758210_2_2_0__500000&from=searchresults
Hotel Downtown 17,Chandīgarh,350 m from downtown,7.3,4589,https://www.booking.com/hotel/in/downtown-17.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-16&checkout=2025-05-17&dest_id=-2092770&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=58&sr_order=popularity&srpvid=accc2f03d13f0307&srepoch=1746600081&all_sr_blocks=873960901_356236947_2_42_0&highlighted_blocks=873960901_356236947_2_42_0&matching_block_id=873960901_356236947_2_42_0&sr_pri_blocks=873960901_356236947_2_42_0__458910&from=searchresults
Super Hotel O Sector 45 formerly Manyavar,Chandīgarh,4.3 km from downtown,6.9,985,https://www.booking.com/hotel/in/manyavar.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-16&checkout=2025-05-17&dest_id=-2092770&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=59&sr_order=popularity&srpvid=accc2f03d13f0307&srepoch=1746600081&all_sr_blocks=872662902_380861150_2_0_0&highlighted_blocks=872662902_380861150_2_0_0&matching_block_id=872662902_380861150_2_0_0&sr_pri_blocks=872662902_380861150_2_0_0__98455&from=searchresults
Super Hotel O Continental Inn,Chandīgarh,3.8 km from downtown,6.7,1312,https://www.booking.com/hotel/in/oyo-5956-continental-inn-42.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-16&checkout=2025-05-17&dest_id=-2092770&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=60&sr_order=popularity&srpvid=accc2f03d13f0307&srepoch=1746600081&all_sr_blocks=321640002_258321012_2_42_0&highlighted_blocks=321640002_258321012_2_42_0&matching_block_id=321640002_258321012_2_42_0&sr_pri_blocks=321640002_258321012_2_42_0__131234&from=searchresults
Hotel The Yellow,Chandīgarh,3.8 km from downtown,6.6,1680,https://www.booking.com/hotel/in/the-yellow.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-16&checkout=2025-05-17&dest_id=-2092770&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=61&sr_order=popularity&srpvid=accc2f03d13f0307&srepoch=1746600081&all_sr_blocks=557369503_335394171_2_42_0&highlighted_blocks=557369503_335394171_2_42_0&matching_block_id=557369503_335394171_2_42_0&sr_pri_blocks=557369503_335394171_2_42_0__168000&from=searchresults
"Treebo Rockland, Zirakpur",Chandīgarh,9.4 km from downtown,5.0,1534,https://www.booking.com/hotel/in/capital-o-62837-olympus.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-16&checkout=2025-05-17&dest_id=-2092770&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=62&sr_order=popularity&srpvid=accc2f03d13f0307&srepoch=1746600081&all_sr_blocks=578457709_397219251_2_2_0_35220&highlighted_blocks=578457709_397219251_2_2_0_35220&matching_block_id=578457709_397219251_2_2_0_35220&sr_pri_blocks=578457709_397219251_2_2_0_35220_153430&from=searchresults
Hotel Orbit,Chandīgarh,4.2 km from downtown,6.0,2879,https://www.booking.com/hotel/in/orbit-chandigarh.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-16&checkout=2025-05-17&dest_id=-2092770&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=63&sr_order=popularity&srpvid=accc2f03d13f0307&srepoch=1746600081&all_sr_blocks=62854802_270837007_0_42_0&highlighted_blocks=62854802_270837007_0_42_0&matching_block_id=62854802_270837007_0_42_0&sr_pri_blocks=62854802_270837007_0_42_0__287910&from=searchresults
Luxurious Homestay- Chandīgarh,Chandīgarh,0.7 km from downtown,9.2,3938,https://www.booking.com/hotel/in/luxurious-apartment-chandigarh.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-16&checkout=2025-05-17&dest_id=-2092770&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=64&sr_order=popularity&srpvid=accc2f03d13f0307&srepoch=1746600081&all_sr_blocks=200673801_94313321_2_1_0&highlighted_blocks=200673801_94313321_2_1_0&matching_block_id=200673801_94313321_2_1_0&sr_pri_blocks=200673801_94313321_2_1_0__393750&from=searchresults
HOTEL AMBASSADOR SUKHNA LaKE CHANDIGARH,Chandīgarh,4 km from downtown,9.0,1350,https://www.booking.com/hotel/in/ambassador-chandigarh.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-16&checkout=2025-05-17&dest_id=-2092770&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=65&sr_order=popularity&srpvid=accc2f03d13f0307&srepoch=1746600081&all_sr_blocks=1102605405_383042449_2_0_0&highlighted_blocks=1102605405_383042449_2_0_0&matching_block_id=1102605405_383042449_2_0_0&sr_pri_blocks=1102605405_383042449_2_0_0__135000&from=searchresults
Treebo Sky 5,Chandīgarh,6.5 km from downtown,6.8,2346,https://www.booking.com/hotel/in/oyo-rooms-panchkula-sector-4.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-16&checkout=2025-05-17&dest_id=-2092770&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=66&sr_order=popularity&srpvid=accc2f03d13f0307&srepoch=1746600081&all_sr_blocks=151971505_397218876_2_33_0_35212&highlighted_blocks=151971505_397218876_2_33_0_35212&matching_block_id=151971505_397218876_2_33_0_35212&sr_pri_blocks=151971505_397218876_2_33_0_35212_234642&from=searchresults
Homely stay 2,Chandīgarh,5.4 km from downtown,9.0,1949,https://www.booking.com/hotel/in/homely-stay-2.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-16&checkout=2025-05-17&dest_id=-2092770&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=67&sr_order=popularity&srpvid=accc2f03d13f0307&srepoch=1746600081&all_sr_blocks=1360836501_408388520_2_0_0&highlighted_blocks=1360836501_408388520_2_0_0&matching_block_id=1360836501_408388520_2_0_0&sr_pri_blocks=1360836501_408388520_2_0_0__194935&from=searchresults
Hotel Golden Height2,Chandīgarh,4 km from downtown,5.5,509,https://www.booking.com/hotel/in/golden-height2.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-16&checkout=2025-05-17&dest_id=-2092770&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=68&sr_order=popularity&srpvid=accc2f03d13f0307&srepoch=1746600081&all_sr_blocks=1261416302_399100910_2_2_0&highlighted_blocks=1261416302_399100910_2_2_0&matching_block_id=1261416302_399100910_2_2_0&sr_pri_blocks=1261416302_399100910_2_2_0__50932&from=searchresults
Skyview Stays & Party Lawns,Chandīgarh,3.3 km from downtown,8.5,2176,https://www.booking.com/hotel/in/skyview-stays-amp-party-lawns.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-16&checkout=2025-05-17&dest_id=-2092770&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=69&sr_order=popularity&srpvid=accc2f03d13f0307&srepoch=1746600081&all_sr_blocks=1388299901_410827490_2_1_0&highlighted_blocks=1388299901_410827490_2_1_0&matching_block_id=1388299901_410827490_2_1_0&sr_pri_blocks=1388299901_410827490_2_1_0__217600&from=searchresults
New Chandigarh Holiday Home,Chandīgarh,3.2 km from downtown,8.4,1359,https://www.booking.com/hotel/in/new-chandigarh-holiday-home.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-16&checkout=2025-05-17&dest_id=-2092770&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=70&sr_order=popularity&srpvid=accc2f03d13f0307&srepoch=1746600081&all_sr_blocks=138360731_393942961_2_0_0&highlighted_blocks=138360731_393942961_2_0_0&matching_block_id=138360731_393942961_2_0_0&sr_pri_blocks=138360731_393942961_2_0_0__135900&from=searchresults
Maya Hotel,Chandīgarh,2.5 km from downtown,7.8,5500,https://www.booking.com/hotel/in/maya-chandigarh.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-16&checkout=2025-05-17&dest_id=-2092770&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=71&sr_order=popularity&srpvid=accc2f03d13f0307&srepoch=1746600081&all_sr_blocks=62854601_169281060_2_1_0&highlighted_blocks=62854601_169281060_2_1_0&matching_block_id=62854601_169281060_2_1_0&sr_pri_blocks=62854601_169281060_2_1_0__550000&from=searchresults
Hotel Starlet Prime,Chandīgarh,9.9 km from downtown,10.0,999,https://www.booking.com/hotel/in/amrita-grand-chandigarh.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-16&checkout=2025-05-17&dest_id=-2092770&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=72&sr_order=popularity&srpvid=accc2f03d13f0307&srepoch=1746600081&all_sr_blocks=1361444401_408453866_2_0_0&highlighted_blocks=1361444401_408453866_2_0_0&matching_block_id=1361444401_408453866_2_0_0&sr_pri_blocks=1361444401_408453866_2_0_0__99900&from=searchresults
Best Western Maryland,Chandīgarh,11.2 km from downtown,6.5,6090,https://www.booking.com/hotel/in/best-western-maryland.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-16&checkout=2025-05-17&dest_id=-2092770&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=73&sr_order=popularity&srpvid=accc2f03d13f0307&srepoch=1746600081&all_sr_blocks=42588007_397987320_2_42_0&highlighted_blocks=42588007_397987320_2_42_0&matching_block_id=42588007_397987320_2_42_0&sr_pri_blocks=42588007_397987320_2_42_0__609000&from=searchresults
FabHotel GP Royal,Chandīgarh,5 km from downtown,4.9,1404,https://www.booking.com/hotel/in/fabhotel-gpr-inn.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-16&checkout=2025-05-17&dest_id=-2092770&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=74&sr_order=popularity&srpvid=accc2f03d13f0307&srepoch=1746600081&all_sr_blocks=1252260201_410204521_2_0_0_907639&highlighted_blocks=1252260201_410204521_2_0_0_907639&matching_block_id=1252260201_410204521_2_0_0_907639&sr_pri_blocks=1252260201_410204521_2_0_0_907639_140400&from=searchresults
Hotel Bliss Stay,Chandīgarh,1.9 km from downtown,6.1,2300,https://www.booking.com/hotel/in/mirage-chandigarh1.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-16&checkout=2025-05-17&dest_id=-2092770&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=75&sr_order=popularity&srpvid=accc2f03d13f0307&srepoch=1746600081&all_sr_blocks=1168309003_389400764_2_2_0&highlighted_blocks=1168309003_389400764_2_2_0&matching_block_id=1168309003_389400764_2_2_0&sr_pri_blocks=1168309003_389400764_2_2_0__230000&from=searchresults
